surface	lemma	feats	source
tailpieces	tailpiece	PL	lexicon
tailpipes	tailpipe	PL	lexicon
tailplanes	tailplane	PL	lexicon
tailraces	tailrace	PL	lexicon
tailspins	tailspin	PL	lexicon
tailstocks	tailstock	PL	lexicon
tailwaters	tailwater	PL	promoted
tailwinds	tailwind	PL	lexicon
tainer	taine	ER	promoted
tainter	taint	ER	promoted
tainting	taint	ING	lexicon
tainted	taint	PAST	lexicon
taints	taint	PL	lexicon
tainted	taint	PPART	lexicon
taints	taint	TSG	lexicon
taipans	taipan	PL	lexicon
tairas	taira	PL	lexicon
tajines	tajine	PL	promoted
taked	tak	PAST	promoted
takas	taka	PL	lexicon
takahes	takahe	PL	lexicon
takest	take	EST	promoted
taking	take	ING	agid
took	take	PAST	agid
taken	take	PPART	agid
takes	take	TSG	agid
taking steps	take_steps	ING	agid
took steps	take_steps	PAST	agid
taken steps	take_steps	PPART	agid
takes steps	take_steps	TSG	agid
takedowns	takedown	PL	lexicon
takeing	takee	ING	promoted
takeoffs	takeoff	PL	lexicon
takeouts	takeout	PL	lexicon
takeovers	takeover	PL	lexicon
takers	taker	PL	lexicon
takfiris	takfiri	PL	promoted
takins	takin	PL	lexicon
tals	tal	PL	promoted
talas	tala	PL	lexicon
talapoins	talapoin	PL	lexicon
talbots	talbot	PL	promoted
talcking	talc	ING	lexicon
talcked	talc	PAST	lexicon
talcs	talc	PL	lexicon
talcked	talc	PPART	lexicon
talcs	talc	TSG	lexicon
talcums	talcum	PL	lexicon
taler	tale	ER	promoted
taling	tale	ING	promoted
tales	tale	PL	lexicon
talebearers	talebearer	PL	lexicon
talents	talent	PL	lexicon
taletellers	taleteller	PL	lexicon
talians	talian	PL	promoted
talipots	talipot	PL	lexicon
talismans	talisman	PL	lexicon
talkest	talk	EST	promoted
talking	talk	ING	agid
talked	talk	PAST	agid
talks	talk	PL	agid
talked	talk	PPART	agid
talks	talk	TSG	agid
talkativenesses	talkativeness	PL	lexicon
talkes	talke	PL	promoted
talkers	talker	PL	lexicon
talkgroups	talkgroup	PL	promoted
talkies	talkie	PL	lexicon
talkshows	talkshow	PL	promoted
talkier	talky	ER	lexicon
talkiest	talky	EST	lexicon
taller	tall	ER	agid
tallest	tall	EST	agid
tally	tall	LY	derivation
tallboys	tallboy	PL	lexicon
tallied	tallie	PAST	promoted
tallies	tallie	PL	promoted
talliers	tallier	PL	lexicon
talliths	tallith	PL	lexicon
tallnesses	tallness	PL	lexicon
tallowing	tallow	ING	lexicon
tallowed	tallow	PAST	lexicon
tallows	tallow	PL	lexicon
tallowed	tallow	PPART	lexicon
tallows	tallow	TSG	lexicon
tallyhoing	tallyho	ING	lexicon
tallyhoed	tallyho	PAST	lexicon
tallyhos	tallyho	PL	lexicon
tallyhoed	tallyho	PPART	lexicon
tallyhos	tallyho	TSG	lexicon
tallymen	tallyman	PL	lexicon
talos	talo	PL	promoted
taloned	talon	PAST	promoted
talons	talon	PL	lexicon
talukas	taluka	PL	promoted
tali	talus	PL	lexicon
tams	tam	PL	lexicon
tamales	tamale	PL	lexicon
tamanes	taman	PL	promoted
tamandus	tamandu	PL	lexicon
tamanduas	tamandua	PL	lexicon
tamanoirs	tamanoir	PL	lexicon
tamaracks	tamarack	PL	lexicon
tamaraos	tamarao	PL	lexicon
tamaraus	tamarau	PL	lexicon
tamarillos	tamarillo	PL	lexicon
tamarins	tamarin	PL	lexicon
tamarinds	tamarind	PL	lexicon
tamarisks	tamarisk	PL	lexicon
tambacs	tambac	PL	lexicon
tambalas	tambala	PL	lexicon
tambos	tambo	PL	promoted
tambouring	tambour	ING	promoted
tambours	tambour	PL	lexicon
tambourines	tambourine	PL	lexicon
tamer	tame	ER	lexicon
tamest	tame	EST	lexicon
taming	tame	ING	lexicon
tamed	tame	PAST	lexicon
tamed	tame	PPART	lexicon
tames	tame	TSG	lexicon
tamenesses	tameness	PL	lexicon
tamers	tamer	PL	lexicon
tamils	tamil	PL	promoted
tammies	tammy	PL	lexicon
tamping	tamp	ING	lexicon
tamped	tamp	PAST	lexicon
tamps	tamp	PL	lexicon
tamped	tamp	PPART	lexicon
tamps	tamp	TSG	lexicon
tampering	tamper	ING	lexicon
tampered	tamper	PAST	lexicon
tampers	tamper	PL	lexicon
tampered	tamper	PPART	lexicon
tampers	tamper	TSG	lexicon
tamperers	tamperer	PL	lexicon
tamperings	tampering	PL	lexicon
tamponing	tampon	ING	lexicon
tamponed	tampon	PAST	lexicon
tampons	tampon	PL	lexicon
tamponed	tampon	PPART	lexicon
tampons	tampon	TSG	lexicon
tamponades	tamponade	PL	promoted
tanner	tan	ER	lexicon
tannest	tan	EST	lexicon
tanning	tan	ING	lexicon
tanned	tan	PAST	lexicon
tans	tan	PL	lexicon
tanned	tan	PPART	lexicon
tans	tan	TSG	lexicon
tanagers	tanager	PL	lexicon
tanbarks	tanbark	PL	lexicon
tandas	tanda	PL	promoted
tandemly	tandem	LY	promoted
tandems	tandem	PL	lexicon
tandooris	tandoori	PL	lexicon
tanger	tang	ER	promoted
tanging	tang	ING	lexicon
tangly	tang	LY	promoted
tanged	tang	PAST	lexicon
tangs	tang	PL	lexicon
tanged	tang	PPART	lexicon
tangs	tang	TSG	lexicon
tangas	tanga	PL	promoted
tangelos	tangelo	PL	lexicon
tangencies	tangency	PL	lexicon
tangents	tangent	PL	lexicon
tangerines	tangerine	PL	lexicon
tangibilities	tangibility	PL	lexicon
tangibles	tangible	PL	lexicon
tangiblenesses	tangibleness	PL	lexicon
tangiers	tangier	PL	promoted
tanginesses	tanginess	PL	lexicon
tangling	tangle	ING	lexicon
tangled	tangle	PAST	lexicon
tangles	tangle	PL	lexicon
tangled	tangle	PPART	lexicon
tangles	tangle	TSG	lexicon
tangoing	tango	ING	lexicon
tangoed	tango	PAST	lexicon
tangos	tango	PL	lexicon
tangoed	tango	PPART	lexicon
tangos	tango	TSG	lexicon
tangors	tangor	PL	lexicon
tangrams	tangram	PL	lexicon
tangier	tangy	ER	lexicon
tangiest	tangy	EST	lexicon
tanis	tani	PL	promoted
tanking	tank	ING	promoted
tanked	tank	PAST	promoted
tanks	tank	PL	agid
tankas	tanka	PL	lexicon
tankages	tankage	PL	lexicon
tankards	tankard	PL	lexicon
tankering	tanker	ING	promoted
tankers	tanker	PL	lexicon
tankfuls	tankful	PL	lexicon
tanktops	tanktop	PL	promoted
tanners	tanner	PL	lexicon
tanneries	tannery	PL	lexicon
tannins	tannin	PL	lexicon
tannings	tanning	PL	lexicon
tannoys	tannoy	PL	lexicon
tansies	tansy	PL	lexicon
tants	tant	PL	promoted
tantalising	tantalise	ING	lexicon
tantalised	tantalise	PAST	lexicon
tantalised	tantalise	PPART	lexicon
tantalises	tantalise	TSG	lexicon
tantalites	tantalite	PL	lexicon
tantalizations	tantalization	PL	lexicon
tantalizing	tantalize	ING	lexicon
tantalized	tantalize	PAST	lexicon
tantalized	tantalize	PPART	lexicon
tantalizes	tantalize	TSG	lexicon
tantalizers	tantalizer	PL	lexicon
tantalums	tantalum	PL	lexicon
tantras	tantra	PL	lexicon
tantruming	tantrum	ING	promoted
tantrums	tantrum	PL	lexicon
taos	tao	PL	promoted
taoists	taoist	PL	promoted
tapping	tap	ING	lexicon
tapped	tap	PAST	lexicon
taps	tap	PL	lexicon
tapped	tap	PPART	lexicon
taps	tap	TSG	lexicon
tapas	tapa	PL	lexicon
tapdancing	tapdance	ING	lexicon
tapdanced	tapdance	PAST	lexicon
tapdanced	tapdance	PPART	lexicon
tapdances	tapdance	TSG	lexicon
taping	tape	ING	lexicon
taped	tape	PAST	lexicon
tapes	tape	PL	lexicon
taped	tape	PPART	lexicon
tapes	tape	TSG	lexicon
tapelines	tapeline	PL	lexicon
tapenades	tapenade	PL	lexicon
tapering	taper	ING	lexicon
tapered	taper	PAST	lexicon
tapers	taper	PL	lexicon
tapered	taper	PPART	lexicon
tapers	taper	TSG	lexicon
taperings	tapering	PL	lexicon
tapestrying	tapestry	ING	lexicon
tapestried	tapestry	PAST	lexicon
tapestries	tapestry	PL	lexicon
tapestried	tapestry	PPART	lexicon
tapestries	tapestry	TSG	lexicon
tapeworms	tapeworm	PL	lexicon
taphouses	taphouse	PL	lexicon
tapiocas	tapioca	PL	lexicon
tapirs	tapir	PL	lexicon
tapises	tapis	PL	lexicon
tapps	tapp	PL	promoted
tappas	tappa	PL	lexicon
tappers	tapper	PL	lexicon
tappets	tappet	PL	lexicon
tappings	tapping	PL	lexicon
taprooms	taproom	PL	lexicon
taproots	taproot	PL	lexicon
tapsters	tapster	PL	lexicon
tapued	tapu	PAST	promoted
tapus	tapu	PL	promoted
taquitos	taquito	PL	promoted
tarring	tar	ING	lexicon
tarred	tar	PAST	lexicon
tars	tar	PL	lexicon
tarred	tar	PPART	lexicon
tars	tar	TSG	lexicon
taras	tara	PL	promoted
taradiddles	taradiddle	PL	lexicon
tarantellas	tarantella	PL	lexicon
tarantisms	tarantism	PL	lexicon
tarantulas	tarantula	PL	lexicon
tarbooshes	tarboosh	PL	lexicon
tards	tard	PL	promoted
tarding	tarde	ING	promoted
tardes	tarde	PL	promoted
tardigrades	tardigrade	PL	lexicon
tardinesses	tardiness	PL	lexicon
tardier	tardy	ER	lexicon
tardiest	tardy	EST	lexicon
taring	tare	ING	lexicon
tared	tare	PAST	lexicon
tares	tare	PL	lexicon
tared	tare	PPART	lexicon
tares	tare	TSG	lexicon
targeting	target	ING	promoted
targeted	target	PAST	promoted
targets	target	PL	agid
tariffing	tariff	ING	lexicon
tariffed	tariff	PAST	lexicon
tariffs	tariff	PL	lexicon
tariffed	tariff	PPART	lexicon
tariffs	tariff	TSG	lexicon
tarmacking	tarmac	ING	lexicon
tarmacked	tarmac	PAST	lexicon
tarmacs	tarmac	PL	lexicon
tarmacked	tarmac	PPART	lexicon
tarmacs	tarmac	TSG	lexicon
tarmacadams	tarmacadam	PL	lexicon
tarned	tarn	PAST	promoted
tarns	tarn	PL	lexicon
tarnally	tarnal	LY	promoted
tarnishing	tarnish	ING	lexicon
tarnished	tarnish	PAST	lexicon
tarnishes	tarnish	PL	lexicon
tarnished	tarnish	PPART	lexicon
tarnishes	tarnish	TSG	lexicon
taros	taro	PL	lexicon
tarots	tarot	PL	lexicon
tarping	tarp	ING	promoted
tarped	tarp	PAST	promoted
tarps	tarp	PL	lexicon
tarpans	tarpan	PL	lexicon
tarpaulined	tarpaulin	PAST	promoted
tarpaulins	tarpaulin	PL	lexicon
tarpons	tarpon	PL	promoted
tarradiddles	tarradiddle	PL	lexicon
tarragons	tarragon	PL	lexicon
tarriances	tarriance	PL	lexicon
tarrier	tarry	ER	lexicon
tarriest	tarry	EST	lexicon
tarrying	tarry	ING	lexicon
tarried	tarry	PAST	lexicon
tarried	tarry	PPART	lexicon
tarries	tarry	TSG	lexicon
tarsals	tarsal	PL	lexicon
tarsiers	tarsier	PL	lexicon
tarsi	tarsus	PL	lexicon
tarter	tart	ER	lexicon
tartest	tart	EST	lexicon
tarted	tart	PAST	promoted
tarts	tart	PL	lexicon
tartans	tartan	PL	lexicon
tartars	tartar	PL	lexicon
tarting	tarte	ING	promoted
tartes	tarte	PL	promoted
tartlets	tartlet	PL	lexicon
tartnesses	tartness	PL	lexicon
tartrates	tartrate	PL	lexicon
tartufes	tartufe	PL	lexicon
tartuffes	tartuffe	PL	lexicon
tarweeds	tarweed	PL	lexicon
tarying	tary	ING	promoted
taryed	tary	PAST	promoted
tasing	tase	ING	promoted
tasker	task	ER	promoted
tasking	task	ING	lexicon
tasked	task	PAST	lexicon
tasks	task	PL	lexicon
tasked	task	PPART	lexicon
tasks	task	TSG	lexicon
tasklets	tasklet	PL	promoted
taskmasters	taskmaster	PL	lexicon
taskmistresses	taskmistress	PL	lexicon
tasmanians	tasmanian	PL	promoted
tasses	tasse	PL	lexicon
tasseling	tassel	ING	lexicon
tasseled	tassel	PAST	lexicon
tassels	tassel	PL	lexicon
tasseled	tassel	PPART	lexicon
tassels	tassel	TSG	lexicon
tasselled	tassell	PAST	promoted
tassets	tasset	PL	lexicon
tassled	tassle	PAST	promoted
tasts	tast	PL	promoted
tasting	taste	ING	agid
tasted	taste	PAST	agid
tasted	taste	PPART	agid
tastes	taste	TSG	agid
tastebuds	tastebud	PL	lexicon
tastefulnesses	tastefulness	PL	lexicon
tastelessnesses	tastelessness	PL	lexicon
tasters	taster	PL	lexicon
tastinesses	tastiness	PL	lexicon
tastier	tasty	ER	lexicon
tastiest	tasty	EST	lexicon
tatting	tat	ING	lexicon
tatted	tat	PAST	lexicon
tats	tat	PL	lexicon
tatted	tat	PPART	lexicon
tats	tat	TSG	lexicon
tatas	tata	PL	promoted
tatars	tatar	PL	promoted
tating	tate	ING	promoted
tated	tate	PAST	promoted
tates	tate	PL	promoted
taters	tater	PL	lexicon
tations	tation	PL	promoted
tatives	tative	PL	promoted
tatoes	tato	PL	promoted
tatooing	tatoo	ING	promoted
tatous	tatou	PL	lexicon
tatouays	tatouay	PL	lexicon
tattly	tatt	LY	promoted
tatts	tatt	PL	promoted
tattering	tatter	ING	lexicon
tattered	tatter	PAST	lexicon
tatters	tatter	PL	lexicon
tattered	tatter	PPART	lexicon
tatters	tatter	TSG	lexicon
tatterdemalions	tatterdemalion	PL	lexicon
tattings	tatting	PL	lexicon
tattling	tattle	ING	lexicon
tattled	tattle	PAST	lexicon
tattles	tattle	PL	lexicon
tattled	tattle	PPART	lexicon
tattles	tattle	TSG	lexicon
tattlers	tattler	PL	lexicon
tattletales	tattletale	PL	lexicon
tattooing	tattoo	ING	lexicon
tattooed	tattoo	PAST	lexicon
tattoos	tattoo	PL	lexicon
tattooed	tattoo	PPART	lexicon
tattoos	tattoo	TSG	lexicon
tattooers	tattooer	PL	lexicon
tattooists	tattooist	PL	lexicon
tattier	tatty	ER	lexicon
tattiest	tatty	EST	lexicon
tatuing	tatu	ING	promoted
tatus	tatu	PL	lexicon
taus	tau	PL	lexicon
tauber	taub	ER	promoted
taubes	taub	PL	promoted
taunting	taunt	ING	lexicon
taunted	taunt	PAST	lexicon
taunts	taunt	PL	lexicon
taunted	taunt	PPART	lexicon
taunts	taunt	TSG	lexicon
taunters	taunter	PL	lexicon
tauntings	taunting	PL	lexicon
tauons	tauon	PL	lexicon
taupes	taupe	PL	lexicon
tauris	tauri	PL	promoted
tauter	taut	ER	lexicon
tautest	taut	EST	lexicon
tautening	tauten	ING	lexicon
tautened	tauten	PAST	lexicon
tautened	tauten	PPART	lexicon
tautens	tauten	TSG	lexicon
tautnesses	tautness	PL	lexicon
tautogs	tautog	PL	lexicon
tautologies	tautology	PL	lexicon
taverner	tavern	ER	promoted
taverns	tavern	PL	lexicon
tavernes	taverne	PL	promoted
tavis	tavi	PL	promoted
tawing	taw	ING	promoted
tawed	taw	PAST	promoted
taws	taw	PL	lexicon
tawas	tawa	PL	promoted
tawdrinesses	tawdriness	PL	lexicon
tawdrier	tawdry	ER	lexicon
tawdriest	tawdry	EST	lexicon
tawdries	tawdry	PL	lexicon
tawninesses	tawniness	PL	lexicon
tawnier	tawny	ER	lexicon
tawniest	tawny	EST	lexicon
tawnies	tawny	PL	lexicon
tawses	tawse	PL	lexicon
taxes	tax	PL	agid
taxabilities	taxability	PL	lexicon
taxables	taxable	PL	lexicon
taxanes	taxane	PL	promoted
taxations	taxation	PL	lexicon
taxing	taxe	ING	promoted
taxers	taxer	PL	lexicon
taxiing	taxi	ING	promoted
taxied	taxi	PAST	promoted
taxis	taxi	PL	agid
taxicabs	taxicab	PL	lexicon
taxidermists	taxidermist	PL	lexicon
taxidermies	taxidermy	PL	lexicon
taximen	taximan	PL	lexicon
taximeters	taximeter	PL	lexicon
taxiways	taxiway	PL	lexicon
taxmen	taxman	PL	lexicon
taxons	taxon	PL	lexicon
taxonomists	taxonomist	PL	lexicon
taxonomies	taxonomy	PL	lexicon
taxpayers	taxpayer	PL	lexicon
taily	tay	LY	promoted
tayes	tay	PL	promoted
taylored	taylor	PAST	promoted
taylors	taylor	PL	promoted
tayras	tayra	PL	lexicon
tazed	taz	PAST	promoted
tbis	tbi	PL	promoted
tcas	tca	PL	promoted
tching	tch	ING	promoted
tcus	tcu	PL	promoted
tes	te	PL	lexicon
teas	tea	PL	agid
teabaggers	teabagger	PL	promoted
teaberries	teaberry	PL	lexicon
teacakes	teacake	PL	lexicon
teacarts	teacart	PL	lexicon
teacher	teach	AGENT	derivation
teachers	teach	AGENT+PL	derivation
teachest	teach	EST	promoted
teaching	teach	ING	agid
taught	teach	PAST	agid
taught	teach	PPART	agid
teaches	teach	TSG	agid
teached	teache	PAST	promoted
teacherships	teachership	PL	lexicon
teacups	teacup	PL	lexicon
teacupfuls	teacupful	PL	lexicon
teahouses	teahouse	PL	lexicon
teaks	teak	PL	lexicon
teakettles	teakettle	PL	lexicon
teakwoods	teakwood	PL	lexicon
teals	teal	PL	promoted
teams	team	PL	agid
teamlands	teamland	PL	promoted
teammates	teammate	PL	lexicon
teamsters	teamster	PL	lexicon
teamworking	teamwork	ING	promoted
teamworks	teamwork	PL	lexicon
teapots	teapot	PL	lexicon
tearing	tear	ING	agid
tore	tear	PAST	override
teares	tear	PL	promoted
torn	tear	PPART	agid
tears	tear	TSG	agid
tearaways	tearaway	PL	lexicon
teardrops	teardrop	PL	lexicon
tearer	teare	ER	promoted
teared	teare	PAST	promoted
tearfulnesses	tearfulness	PL	lexicon
teargassing	teargas	ING	lexicon
teargassed	teargas	PAST	lexicon
teargases	teargas	PL	lexicon
teargassed	teargas	PPART	lexicon
teargases	teargas	TSG	lexicon
tearjerkers	tearjerker	PL	lexicon
tearlessly	tearless	LY	promoted
tearooms	tearoom	PL	lexicon
tearier	teary	ER	lexicon
teariest	teary	EST	lexicon
teasing	tease	ING	lexicon
teased	tease	PAST	lexicon
teases	tease	PL	lexicon
teased	tease	PPART	lexicon
teases	tease	TSG	lexicon
teaseling	teasel	ING	lexicon
teaseled	teasel	PAST	lexicon
teasels	teasel	PL	lexicon
teaseled	teasel	PPART	lexicon
teasels	teasel	TSG	lexicon
teasers	teaser	PL	lexicon
teashops	teashop	PL	lexicon
teasings	teasing	PL	lexicon
teaspoons	teaspoon	PL	lexicon
teaspoonfuls	teaspoonful	PL	lexicon
teater	teat	ER	promoted
teats	teat	PL	lexicon
teatimes	teatime	PL	lexicon
teatowels	teatowel	PL	promoted
teazer	teaze	ER	promoted
teazes	teaze	PL	promoted
teazels	teazel	PL	lexicon
tebowing	tebow	ING	promoted
tecs	tec	PL	promoted
teched	tech	PAST	promoted
techs	tech	PL	lexicon
techer	teche	ER	promoted
teching	teche	ING	promoted
teches	teche	PL	promoted
technetiums	technetium	PL	lexicon
technically	technical	LY	derivation
technicalities	technicality	PL	lexicon
technicians	technician	PL	lexicon
techniques	technique	PL	lexicon
technobabbles	technobabble	PL	lexicon
technocracies	technocracy	PL	lexicon
technocrats	technocrat	PL	lexicon
technolgies	technolgy	PL	promoted
technologists	technologist	PL	lexicon
technologies	technology	PL	agid
technophiles	technophile	PL	promoted
techier	techy	ER	lexicon
techiest	techy	EST	lexicon
tedded	ted	PAST	promoted
teds	ted	PL	promoted
teddies	teddy	PL	lexicon
tediousnesses	tediousness	PL	lexicon
tediums	tedium	PL	lexicon
teeing	tee	ING	lexicon
teed	tee	PAST	lexicon
tees	tee	PL	lexicon
teed	tee	PPART	lexicon
tees	tee	TSG	lexicon
teeming	teem	ING	lexicon
teemed	teem	PAST	lexicon
teemed	teem	PPART	lexicon
teems	teem	TSG	lexicon
teemingnesses	teemingness	PL	lexicon
teener	teen	ER	promoted
teens	teen	PL	lexicon
teenaged	teenage	PAST	promoted
teenagers	teenager	PL	lexicon
teenies	teenie	PL	promoted
teensier	teensy	ER	lexicon
teensiest	teensy	EST	lexicon
teentsier	teentsy	ER	lexicon
teentsiest	teentsy	EST	lexicon
teenier	teeny	ER	lexicon
teeniest	teeny	EST	lexicon
teenyboppers	teenybopper	PL	lexicon
teepees	teepee	PL	lexicon
teeshirts	teeshirt	PL	promoted
teets	teet	PL	promoted
teetering	teeter	ING	lexicon
teetered	teeter	PAST	lexicon
teeters	teeter	PL	lexicon
teetered	teeter	PPART	lexicon
teeters	teeter	TSG	lexicon
teeterboards	teeterboard	PL	lexicon
teether	teethe	ER	promoted
teething	teethe	ING	lexicon
teethed	teethe	PAST	lexicon
teethed	teethe	PPART	lexicon
teethes	teethe	TSG	lexicon
teethings	teething	PL	lexicon
teetotaling	teetotal	ING	lexicon
teetotally	teetotal	LY	promoted
teetotaled	teetotal	PAST	lexicon
teetotaled	teetotal	PPART	lexicon
teetotals	teetotal	TSG	lexicon
teetotalers	teetotaler	PL	lexicon
teetotalisms	teetotalism	PL	lexicon
teetotalists	teetotalist	PL	lexicon
teetotallers	teetotaller	PL	lexicon
teetotums	teetotum	PL	lexicon
teffs	teff	PL	lexicon
tegs	teg	PL	lexicon
tegus	tegu	PL	promoted
teguments	tegument	PL	lexicon
tehsils	tehsil	PL	promoted
teiids	teiid	PL	lexicon
teinds	teind	PL	promoted
tektites	tektite	PL	lexicon
telas	tela	PL	promoted
telangiectasias	telangiectasia	PL	promoted
telecasting	telecast	ING	lexicon
telecast	telecast	PAST	lexicon
telecasts	telecast	PL	lexicon
telecast	telecast	PPART	lexicon
telecasts	telecast	TSG	lexicon
telecasters	telecaster	PL	lexicon
telecharger	telecharge	ER	promoted
telecomms	telecomm	PL	promoted
telecommunicating	telecommunicate	ING	lexicon
telecommunicated	telecommunicate	PAST	lexicon
telecommunicated	telecommunicate	PPART	lexicon
telecommunicates	telecommunicate	TSG	lexicon
telecommunications	telecommunication	PL	lexicon
telecommuting	telecommute	ING	lexicon
telecommuted	telecommute	PAST	lexicon
telecommuted	telecommute	PPART	lexicon
telecommutes	telecommute	TSG	lexicon
telecommuters	telecommuter	PL	lexicon
telecommutings	telecommuting	PL	lexicon
teleconferencing	teleconference	ING	lexicon
teleconferenced	teleconference	PAST	lexicon
teleconferences	teleconference	PL	lexicon
teleconferenced	teleconference	PPART	lexicon
teleconferences	teleconference	TSG	lexicon
teleconferencings	teleconferencing	PL	lexicon
telefaxing	telefax	ING	lexicon
telefaxed	telefax	PAST	lexicon
telefaxed	telefax	PPART	lexicon
telefaxes	telefax	TSG	lexicon
telegramming	telegram	ING	lexicon
telegrammed	telegram	PAST	lexicon
telegrams	telegram	PL	lexicon
telegrammed	telegram	PPART	lexicon
telegrams	telegram	TSG	lexicon
telegraphing	telegraph	ING	lexicon
telegraphed	telegraph	PAST	lexicon
telegraphs	telegraph	PL	lexicon
telegraphed	telegraph	PPART	lexicon
telegraphs	telegraph	TSG	lexicon
telegraphers	telegrapher	PL	lexicon
telegrapheses	telegraphese	PL	lexicon
telegraphists	telegraphist	PL	lexicon
telegraphies	telegraphy	PL	lexicon
telekineses	telekinesis	PL	lexicon
telemarketers	telemarketer	PL	lexicon
telemarketings	telemarketing	PL	lexicon
telemetering	telemeter	ING	lexicon
telemetered	telemeter	PAST	lexicon
telemeters	telemeter	PL	lexicon
telemetered	telemeter	PPART	lexicon
telemeters	telemeter	TSG	lexicon
telemetries	telemetry	PL	lexicon
telencephalons	telencephalon	PL	lexicon
teleologists	teleologist	PL	lexicon
teleologies	teleology	PL	lexicon
teleosts	teleost	PL	lexicon
telepathed	telepath	PAST	promoted
telepathists	telepathist	PL	lexicon
telepathizing	telepathize	ING	lexicon
telepathized	telepathize	PAST	lexicon
telepathized	telepathize	PPART	lexicon
telepathizes	telepathize	TSG	lexicon
telepathies	telepathy	PL	lexicon
telephoning	telephone	ING	promoted
telephoned	telephone	PAST	promoted
telephones	telephone	PL	agid
telephoners	telephoner	PL	lexicon
telephonists	telephonist	PL	lexicon
telephonies	telephony	PL	lexicon
telephotos	telephoto	PL	lexicon
telephotographs	telephotograph	PL	lexicon
telephotographies	telephotography	PL	lexicon
teleprinters	teleprinter	PL	lexicon
teleprocessings	teleprocessing	PL	lexicon
teleprompters	teleprompter	PL	promoted
telescoping	telescope	ING	promoted
telescoped	telescope	PAST	promoted
telescopes	telescope	PL	agid
teleseminars	teleseminar	PL	promoted
teleseryes	teleserye	PL	promoted
teletexts	teletext	PL	lexicon
telethons	telethon	PL	lexicon
teletypewriters	teletypewriter	PL	lexicon
televangelisms	televangelism	PL	lexicon
televangelists	televangelist	PL	lexicon
televising	televise	ING	lexicon
televised	televise	PAST	lexicon
televised	televise	PPART	lexicon
televises	televise	TSG	lexicon
televisions	television	PL	agid
telexing	telex	ING	lexicon
telexed	telex	PAST	lexicon
telexes	telex	PL	lexicon
telexed	telex	PPART	lexicon
telexes	telex	TSG	lexicon
telfers	telfer	PL	lexicon
tellest	tell	EST	promoted
telling	tell	ING	agid
told	tell	PAST	agid
told	tell	PPART	agid
tells	tell	TSG	agid
telles	telle	PL	promoted
tellers	teller	PL	lexicon
telltales	telltale	PL	lexicon
tellurians	tellurian	PL	lexicon
tellurides	telluride	PL	lexicon
telluriums	tellurium	PL	lexicon
tellies	telly	PL	lexicon
telophases	telophase	PL	lexicon
telphers	telpher	PL	lexicon
telpherages	telpherage	PL	lexicon
temer	tem	ER	promoted
temas	tema	PL	promoted
tember	tembe	ER	promoted
tembes	tembe	PL	promoted
temblors	temblor	PL	lexicon
temerities	temerity	PL	lexicon
temping	temp	ING	lexicon
temped	temp	PAST	lexicon
temps	temp	PL	lexicon
temped	temp	PPART	lexicon
temps	temp	TSG	lexicon
tempering	temper	ING	lexicon
temperly	temper	LY	promoted
tempered	temper	PAST	lexicon
tempers	temper	PL	lexicon
tempered	temper	PPART	lexicon
tempers	temper	TSG	lexicon
temperas	tempera	PL	lexicon
temperaments	temperament	PL	lexicon
temperances	temperance	PL	lexicon
temperatenesses	temperateness	PL	lexicon
temperatures	temperature	PL	agid
temperings	tempering	PL	lexicon
tempesting	tempest	ING	lexicon
tempested	tempest	PAST	lexicon
tempests	tempest	PL	lexicon
tempested	tempest	PPART	lexicon
tempests	tempest	TSG	lexicon
tempestes	tempeste	PL	promoted
tempestuousnesses	tempestuousness	PL	lexicon
templars	templar	PL	promoted
templating	template	ING	promoted
templated	template	PAST	promoted
templates	template	PL	lexicon
templer	temple	ER	promoted
templed	temple	PAST	promoted
temples	temple	PL	agid
templets	templet	PL	lexicon
tempos	tempo	PL	lexicon
temporally	temporal	LY	promoted
temporals	temporal	PL	lexicon
temporalities	temporality	PL	lexicon
temporalties	temporalty	PL	lexicon
temporarinesses	temporariness	PL	lexicon
temporarily	temporary	LY	derivation
temporises	temporise	PL	promoted
temporizing	temporize	ING	lexicon
temporized	temporize	PAST	lexicon
temporized	temporize	PPART	lexicon
temporizes	temporize	TSG	lexicon
temporizers	temporizer	PL	lexicon
tempting	tempt	ING	lexicon
tempted	tempt	PAST	lexicon
tempted	tempt	PPART	lexicon
tempts	tempt	TSG	lexicon
temptations	temptation	PL	lexicon
tempters	tempter	PL	lexicon
temptingnesses	temptingness	PL	lexicon
temptresses	temptress	PL	lexicon
tempuras	tempura	PL	lexicon
tenas	tena	PL	promoted
tenabilities	tenability	PL	lexicon
tenablenesses	tenableness	PL	lexicon
tenaciousnesses	tenaciousness	PL	lexicon
tenacities	tenacity	PL	lexicon
tenancies	tenancy	PL	lexicon
tenanting	tenant	ING	lexicon
tenanted	tenant	PAST	lexicon
tenants	tenant	PL	lexicon
tenanted	tenant	PPART	lexicon
tenants	tenant	TSG	lexicon
tenantries	tenantry	PL	lexicon
tenced	tence	PAST	promoted
tenches	tench	PL	lexicon
tending	tend	ING	lexicon
tended	tend	PAST	lexicon
tended	tend	PPART	lexicon
tends	tend	TSG	lexicon
tendancies	tendancy	PL	promoted
tendencies	tendency	PL	lexicon
tendentiousnesses	tendentiousness	PL	lexicon
tenderer	tender	ER	lexicon
tenderest	tender	EST	lexicon
tendering	tender	ING	lexicon
